cycle  INDEX  OPCODE          WIDTH  SDC  SYMPTOM  TRUE  
774    35     icmp            1      1    0        0     
775    46     load            32     31   1        0     
776    47     add             32     31   1        0     
777    13     load            32     26   0        6     
778    14     icmp            1      1    0        0     
779    16     load            64     62   0        2     
780    17     shl             64     64   0        0     
781    18     load            64     2    0        62    
782    19     and             64     34   0        30    
783    20     lshr            64     64   0        0     
784    21     add             64     64   0        0     
785    23     load            64     30   0        34    
786    24     shl             64     32   0        32    
787    26     load            64     52   0        12    
788    27     shl             64     53   0        11    
789    29     load            64     0    0        64    
790    30     shl             64     0    0        64    
791    31     add             64     1    0        63    
792    33     load            64     64   0        0     
793    34     load            64     1    0        63    
794    35     icmp            1      1    0        0     
795    46     load            32     31   1        0     
796    47     add             32     31   1        0     
797    13     load            32     26   0        6     
798    14     icmp            1      1    0        0     
799    16     load            64     62   0        2     
800    17     shl             64     64   0        0     
801    18     load            64     2    0        62    
802    19     and             64     34   0        30    
803    20     lshr            64     64   0        0     
804    21     add             64     64   0        0     
805    23     load            64     30   0        34    
806    24     shl             64     32   0        32    
807    26     load            64     53   0        11    
808    27     shl             64     54   0        10    
809    29     load            64     0    0        64    
810    30     shl             64     0    0        64    
811    31     add             64     1    0        63    
812    33     load            64     64   0        0     
813    34     load            64     1    0        63    
814    35     icmp            1      1    0        0     
815    46     load            32     31   1        0     
816    47     add             32     31   1        0     
817    13     load            32     26   0        6     
818    14     icmp            1      1    0        0     
819    16     load            64     62   0        2     
820    17     shl             64     64   0        0     
821    18     load            64     2    0        62    
822    19     and             64     34   0        30    
823    20     lshr            64     64   0        0     
824    21     add             64     64   0        0     
825    23     load            64     30   0        34    
826    24     shl             64     30   0        34    
827    26     load            64     54   0        10    
828    27     shl             64     55   0        9     
829    29     load            64     0    0        64    
830    30     shl             64     0    0        64    
831    31     add             64     1    0        63    
832    33     load            64     64   0        0     
833    34     load            64     1    0        63    
834    35     icmp            1      1    0        0     
835    46     load            32     31   1        0     
836    47     add             32     31   1        0     
837    13     load            32     26   0        6     
838    14     icmp            1      1    0        0     
839    16     load            64     62   0        2     
840    17     shl             64     64   0        0     
841    18     load            64     2    0        62    
842    19     and             64     34   0        30    
843    20     lshr            64     64   0        0     
844    21     add             64     64   0        0     
845    23     load            64     28   0        36    
846    24     shl             64     28   0        36    
847    26     load            64     55   0        9     
848    27     shl             64     56   0        8     
849    29     load            64     0    0        64    
850    30     shl             64     0    0        64    
851    31     add             64     1    0        63    
852    33     load            64     64   0        0     
853    34     load            64     1    0        63    
854    35     icmp            1      1    0        0     
855    46     load            32     31   1        0     
856    47     add             32     31   1        0     
857    13     load            32     26   0        6     
858    14     icmp            1      1    0        0     
859    16     load            64     62   0        2     
860    17     shl             64     64   0        0     
861    18     load            64     2    0        62    
862    19     and             64     34   0        30    
863    20     lshr            64     64   0        0     
864    21     add             64     64   0        0     
865    23     load            64     26   0        38    
866    24     shl             64     26   0        38    
867    26     load            64     56   0        8     
868    27     shl             64     57   0        7     
869    29     load            64     0    0        64    
870    30     shl             64     0    0        64    
871    31     add             64     1    0        63    
872    33     load            64     64   0        0     
873    34     load            64     1    0        63    
874    35     icmp            1      1    0        0     
